PassengerId,Survived_pred,Survived_prob
892,0,0.07609121110190446
893,0,0.4181694389986852
894,0,0.09642720025999015
895,0,0.09426790797663502
896,1,0.6104842079314776
897,0,0.1350939579541335
898,1,0.5499811362277501
899,0,0.2464250471213811
900,1,0.6400419969970391
901,0,0.11115521288114803
902,0,0.09165011064381413
903,0,0.3490592218950037
904,1,0.933272057272846
905,0,0.09339842689686402
906,1,0.8691617307214452
907,1,0.8178243324072509
908,0,0.1986417839980378
909,0,0.11156822014633176
910,1,0.5730325809707285
911,0,0.4334294686505628
912,0,0.2864776925195067
913,0,0.15460002048670213
914,1,0.9237452932638011
915,1,0.5371920071266002
916,1,0.8596898497195061
917,0,0.04822224879033058
918,1,0.9354938103637925
919,0,0.10700759293884443
920,0,0.38506656155602753
921,0,0.09136755220208738
922,0,0.13391967485001366
923,0,0.2580915434798236
924,1,0.5258990239181394
925,1,0.564431963864342
926,0,0.4672465320024365
927,0,0.11954686670163012
928,1,0.5653653257756505
929,1,0.6180972157904289
930,0,0.09972052602587518
931,0,0.09065730175520953
932,0,0.06669336185587534
933,0,0.48474655492298424
934,0,0.06298921556636901
935,1,0.7888286808000687
936,1,0.8763346125617331
937,0,0.09975539815813798
938,0,0.3559808185686152
939,0,0.09165310372559055
940,1,0.8151381148412896
941,1,0.5027820605061816
942,1,0.5139139273783562
943,0,0.24130019765686284
944,1,0.8358668472597033
945,1,0.9196290627362157
946,0,0.23560341870242774
947,0,0.14974450874506098
948,0,0.074999287280233
949,0,0.09976148805496303
950,0,0.09148183078172684
951,1,0.8991276961434153
952,0,0.12454944103398646
953,0,0.21393366721828083
954,0,0.12118695501096191
955,1,0.610751703676172
956,1,0.5864678936898662
957,1,0.7987310621985958
958,1,0.6400050693249294
959,0,0.3410858928638699
960,0,0.4612687141390691
961,1,0.8080996140331114
962,1,0.595799063976626
963,0,0.11155182564309585
964,1,0.5576818735939022
965,0,0.48077440591709225
966,1,0.9030298587623647
967,0,0.4385106264254235
968,0,0.09164694521673505
969,1,0.8392168637506062
970,0,0.22464905407822272
971,1,0.595799063976626
972,0,0.16683411159690334
973,0,0.20958200925764106
974,0,0.3280781056319841
975,0,0.09165011064381413
976,0,0.23581979811918952
977,0,0.09151556619582679
978,1,0.5730353441412879
979,1,0.6399953655939499
980,1,0.5653835035712615
981,0,0.4093665934403126
982,1,0.6103896524256142
983,0,0.09165259050230808
984,1,0.9255723780141141
985,0,0.09164694521673505
986,1,0.5082033219203533
987,0,0.09975825926122113
988,1,0.7277651572906959
989,0,0.08908193088201671
990,1,0.6254899816479949
991,0,0.07944744431653283
992,1,0.882873988080384
993,0,0.2408054677675761
994,0,0.09165310372559055
995,0,0.09698821540186958
996,1,0.6542343757919907
997,0,0.09135023891935905
998,0,0.11155365855539957
999,0,0.09165310372559055
1000,0,0.09163334649437258
1001,0,0.29327271575348035
1002,0,0.1703856806484201
1003,1,0.5653817342735462
1004,1,0.9041712502250189
1005,1,0.636432687526065
1006,1,0.7948089161124874
1007,0,0.12101100233930862
1008,0,0.09168005157691733
1009,1,0.7510561893852674
1010,0,0.4199590194382375
1011,1,0.7934604172277056
1012,1,0.8675515339108065
1013,0,0.09165310372559055
1014,1,0.9062993995396281
1015,0,0.09166336873387179
1016,0,0.09165310372559055
1017,1,0.6467072735418848
1018,0,0.10849565864624919
1019,1,0.5644440883894982
1020,0,0.16608529396620123
1021,0,0.10259312958593327
1022,0,0.08176225797019254
1023,0,0.30101736010824126
1024,1,0.5643097019114964
1025,0,0.09168005157691733
1026,0,0.05940031486545348
1027,0,0.10259757484636961
1028,0,0.09564060367148237
1029,0,0.24715843537630283
1030,1,0.6032810667731136
1031,0,0.06427669642932064
1032,1,0.6933156576461728
1033,1,0.909587683326149
1034,0,0.24048351334829704
1035,0,0.23514095813447933
1036,0,0.3779257792091229
1037,0,0.0839494784169204
1038,0,0.4831877332274384
1039,0,0.10848959590221283
1040,0,0.48474655492298424
1041,0,0.22409118633835093
1042,1,0.9332583643566602
1043,0,0.09165011064381413
1044,0,0.035212851081159645
1045,1,0.503011174414879
1046,0,0.13813376575363995
1047,0,0.10260448145761769
1048,1,0.9180576668098355
1049,1,0.6032926220848576
1050,0,0.3779257792091229
1051,1,0.5803061068368045
1052,1,0.5653845154633843
1053,0,0.1625371151697167
1054,1,0.8088735316767202
1055,0,0.09166850162562139
1056,0,0.17045700096130054
1057,1,0.5798105618722265
1058,0,0.3336565751404605
1059,0,0.12048947754241243
1060,1,0.9238140914324446
1061,1,0.6106791566172086
1062,0,0.09165720960487161
1063,0,0.09429817728235791
1064,0,0.1053689748639228
1065,0,0.09166379578060979
1066,0,0.0645071456412727
1067,1,0.8557011661406315
1068,1,0.8354011549553414
1069,0,0.29310749484810383
1070,1,0.7547376079133801
1071,1,0.7952886630364521
1072,0,0.22464905407822272
1073,0,0.41189633666110476
1074,1,0.9427543416624662
1075,0,0.09165310372559055
1076,1,0.9221821908237904
1077,0,0.17481290476397696
1078,1,0.8316052183135894
1079,0,0.12454529512176847
1080,1,0.5616352336202458
1081,0,0.17491964303403068
1082,0,0.20311580879110178
1083,0,0.48478042902135
1084,0,0.1443208347386246
1085,0,0.09912479589155355
1086,0,0.3643915655581015
1087,0,0.07945097548588681
1088,1,0.6455600723129958
1089,1,0.6400109892263851
1090,0,0.2651256950612477
1091,1,0.5653615387127694
1092,1,0.5649138542490448
1093,0,0.19295755209575616
1094,0,0.33090203902552745
1095,1,0.880996932973866
1096,0,0.25313320655167304
1097,0,0.48479633757800544
1098,1,0.5110921322120211
1099,0,0.2590843287210316
1100,1,0.9120675742518574
1101,0,0.09975604477876875
1102,0,0.08149468218699611
1103,0,0.09166747502659829
1104,0,0.2999357774986266
1105,1,0.5932797677253093
1106,0,0.48766658136344126
1107,0,0.37700157294922926
1108,1,0.5653756750221735
1109,0,0.26873793722944256
1110,1,0.85355822703925
1111,0,0.09164694521673505
1112,1,0.788793423276334
1113,0,0.11154805725813202
1114,1,0.8275551240679092
1115,0,0.1115542695320197
1116,1,0.8474135797220621
1117,1,0.5649292605997849
1118,0,0.10551094988858749
1119,1,0.5653835035712615
1120,0,0.0638105022333449
1121,0,0.1936909913976193
1122,0,0.3204304379564841
1123,1,0.9378644692193517
1124,0,0.11158604434870278
1125,0,0.09165045141549528
1126,0,0.3975512205199555
1127,0,0.114686551306643
1128,0,0.23190218788549688
1129,0,0.11470230537601489
1130,1,0.8445832030903234
1131,1,0.8642645858537354
1132,1,0.8391496156596917
1133,1,0.6995426209112303
1134,0,0.3500785661414249
1135,0,0.09165028102951231
1136,0,0.09133130781375554
1137,0,0.3838199801264145
1138,1,0.8271853186399337
1139,0,0.16542039085735766
1140,1,0.7934604172277056
1141,1,0.5649772364574173
1142,1,0.9022639660371865
1143,0,0.11468477871616166
1144,0,0.4857598703876104
1145,0,0.10256418734783164
1146,0,0.08057077863429304
1147,0,0.09165720960487161
1148,0,0.09165310372559055
1149,0,0.09164694521673505
1150,1,0.8404385813603406
1151,0,0.11155477786679768
1152,0,0.07165661848397506
1153,0,0.1115528422952011
1154,1,0.793581623207755
1155,1,0.7512643708531856
1156,0,0.22466032886883144
1157,0,0.09165011064381413
1158,0,0.4863819041231779
1159,0,0.09165720960487161
1160,1,0.5653653257756505
1161,0,0.1245288282541407
1162,0,0.3463053635642104
1163,0,0.09165310372559055
1164,1,0.9262810360471186
1165,1,0.5649138542490448
1166,0,0.09166388201141816
1167,1,0.8357653320568494
1168,0,0.2358290544683796
1169,0,0.17445748128614771
1170,0,0.22430563418693888
1171,0,0.2712563597351472
1172,1,0.6032449187949217
1173,0,0.19094649581655485
1174,1,0.5653835035712615
1175,1,0.7015541612812883
