PassengerId,Survived_pred,Survived_prob
892,0,0.15292912819702953
893,1,0.5
894,0,0.1449832794440341
895,0,0.14507484893131825
896,1,0.5230743497997915
897,0,0.17102912971357453
898,1,0.8505532800543961
899,0,0.1923148852040187
900,1,0.730035652866169
901,0,0.12810873624891098
902,0,0.14573055094240772
903,0,0.1531831548813488
904,1,0.8867426044797188
905,0,0.13859124557379188
906,1,0.9090230811589648
907,1,0.8850991691726897
908,0,0.1387644589240284
909,0,0.17181588419587077
910,0,0.46387145029119814
911,1,0.6470550118203042
912,0,0.2549757711687759
913,1,0.6192695839125594
914,1,0.904082855110341
915,0,0.2939075063923773
916,1,0.5088022197978282
917,0,0.11873345666066842
918,1,0.9047193186066513
919,0,0.16560614138499424
920,0,0.15342300810506096
921,0,0.15460715234659797
922,0,0.13667356111154444
923,0,0.18015580522049268
924,0,0.43205732793845397
925,0,0.43490424914396947
926,0,0.18554955322391833
927,0,0.1856550515436255
928,1,0.5807517102744784
929,1,0.5456012087712656
930,0,0.14429362535381032
931,0,0.16932511296248537
932,0,0.14479041953952812
933,0,0.1527866505194004
934,0,0.15310222334024734
935,1,0.8745181381977707
936,1,0.9140628994734515
937,0,0.14418556199493066
938,0,0.16446477030312343
939,0,0.15159996592997435
940,1,0.8375784499236355
941,1,0.6294027808091216
942,0,0.16877327498192576
943,0,0.1435451492288688
944,1,0.7973823716259334
945,1,0.8516311731055717
946,0,0.1422765328225135
947,0,0.13138036360204897
948,0,0.15219662216967528
949,0,0.14417116748221734
950,0,0.11363885023831768
951,1,0.7512758425733318
952,0,0.15631763834438317
953,0,0.1452402909500079
954,0,0.15290895689497894
955,1,0.8448324005387312
956,1,0.5314628570690143
957,1,0.8759991337626754
958,1,0.8358477840787414
959,0,0.1524085995856745
960,0,0.15083210807353956
961,0,0.25485838227597307
962,1,0.8482151970942294
963,0,0.1463514805708687
964,1,0.5854063567327691
965,0,0.15306816080887384
966,1,0.7987631859342345
967,0,0.2538380380859023
968,0,0.14574452317814438
969,1,0.8341029269735952
970,0,0.1429342548415872
971,1,0.8482151970942294
972,1,0.758046854712887
973,0,0.4536075833610975
974,0,0.15205085323101258
975,0,0.14573055094240772
976,0,0.13830149073752995
977,0,0.13597879217963285
978,1,0.8511958390384463
979,1,0.5326966331226354
980,1,0.8513443957882123
981,1,0.8692485743337244
982,0,0.45315863073886226
983,0,0.1457199034812059
984,1,0.9265595320496841
985,0,0.14574452317814438
986,0,0.16031581538242165
987,0,0.1441786329936582
988,1,0.699275254093924
989,0,0.14659456155341294
990,1,0.5398095589534853
991,0,0.15054865898887565
992,1,0.895013661050546
993,0,0.13572607580155677
994,0,0.15159996592997435
995,0,0.14447098292248792
996,1,0.8171536522219731
997,0,0.14890489716452618
998,0,0.15904824795022665
999,0,0.15159996592997435
1000,0,0.14580940391592304
1001,0,0.150689363589577
1002,0,0.14812937782902674
1003,1,0.8513705154889112
1004,1,0.8667616792025639
1005,1,0.8366471904105635
1006,1,0.7413212100515909
1007,0,0.19538476496819923
1008,0,0.15284583061629
1009,1,0.8025911842709625
1010,0,0.15794615400162262
1011,1,0.8635659104730273
1012,1,0.7998570771215434
1013,0,0.15411397081630726
1014,1,0.8999432508342557
1015,0,0.14567667907109677
1016,0,0.15159996592997435
1017,1,0.7516409666399643
1018,0,0.14520615141052234
1019,1,0.8023246066674102
1020,0,0.15403613346264658
1021,0,0.14418145571785856
1022,0,0.14957795813233432
1023,0,0.181679113198837
1024,0,0.1895233466002141
1025,0,0.13658304880547786
1026,0,0.1517199044756575
1027,0,0.1441727656991424
1028,0,0.1550490108331193
1029,0,0.14013468849974933
1030,1,0.5543630103097013
1031,0,0.20528824844819404
1032,0,0.14688866594411149
1033,1,0.869997334599369
1034,0,0.2751493524050442
1035,0,0.14006309457238356
1036,0,0.15384491576241915
1037,0,0.17226826828985606
1038,0,0.1487456088950207
1039,0,0.1452122038827453
1040,0,0.1527866505194004
1041,0,0.15179476850511192
1042,1,0.8962883292199738
1043,0,0.15286295267875136
1044,0,0.12986403077352882
1045,1,0.6255101254030815
1046,0,0.11407098591390195
1047,0,0.14416059968996336
1048,1,0.8491261743290622
1049,1,0.5540058629018794
1050,0,0.15384491576241915
1051,1,0.6742258703948976
1052,1,0.8513294459492691
1053,1,0.7289737073729162
1054,1,0.8606063546193911
1055,0,0.14565784178082977
1056,0,0.1538553825354389
1057,1,0.5100297391694163
1058,0,0.1818638413890714
1059,0,0.1595428819169871
1060,1,0.8619626248431791
1061,1,0.5509327882098739
1062,0,0.1457007711672224
1063,0,0.15422712378826217
1064,0,0.12096699168345984
1065,0,0.15285034351863835
1066,0,0.14116623180674664
1067,1,0.9275856976205119
1068,1,0.8505411294551994
1069,0,0.24686156392863215
1070,1,0.7327319954664614
1071,1,0.7714137381019995
1072,0,0.1429342548415872
1073,0,0.18438082326836844
1074,1,0.8884739069284193
1075,0,0.15159996592997435
1076,1,0.8462478935576497
1077,0,0.15335599210687043
1078,1,0.9243031906836601
1079,0,0.15461872058522044
1080,0,0.15287874170016827
1081,0,0.1534743655538962
1082,0,0.13283979291761736
1083,0,0.15287502571703798
1084,0,0.46453205603014186
1085,0,0.14352202238155173
1086,1,0.8605570312788956
1087,0,0.15051936364295707
1088,1,0.7251376267950154
1089,1,0.5322659163185196
1090,0,0.141540339527788
1091,1,0.5808806482821032
1092,1,0.8573871363090237
1093,1,0.8983381265632632
1094,0,0.38334279851818825
1095,1,0.930402331021601
1096,0,0.1404760135931215
1097,0,0.15394382749446567
1098,1,0.8407247851467591
1099,0,0.14080691895701586
1100,1,0.8639571847530837
1101,0,0.14418397024761448
1102,0,0.15349889852252735
1103,0,0.14566151901114885
1104,0,0.1568515912120696
1105,1,0.7734650922715957
1106,0,0.29425252121004575
1107,0,0.1527221087124594
1108,1,0.8514597724342494
1109,0,0.2705868816687279
1110,1,0.7991908336494855
1111,0,0.14574452317814438
1112,1,0.8737832708190986
1113,0,0.14635388539176866
1114,1,0.8387005879674907
1115,0,0.1463501413085061
1116,1,0.8172348907060559
1117,1,0.7492612219207224
1118,0,0.14449630381581338
1119,1,0.8513443957882123
1120,0,0.15532390332985496
1121,0,0.15019308826680544
1122,0,0.17202060403626784
1123,1,0.8794723551406654
1124,0,0.1285313242988137
1125,0,0.15159523459267346
1126,0,0.19585367543189694
1127,0,0.14797993302470222
1128,0,0.32005226729666714
1129,0,0.17678996300902497
1130,1,0.9017051947751952
1131,1,0.8868322251873046
1132,1,0.807118060674343
1133,1,0.8686323388965734
1134,0,0.22981357259944216
1135,0,0.14572981098116428
1136,0,0.13141066259528153
1137,0,0.152987830480754
1138,1,0.8501127054024495
1139,0,0.10894360937878367
1140,1,0.8635659104730273
1141,1,0.6798919958949105
1142,1,0.9300326373188706
1143,0,0.14798034164892648
1144,0,0.1817405381468329
1145,0,0.14425444555274794
1146,0,0.15030160906146292
1147,0,0.1457007711672224
1148,0,0.15159996592997435
1149,0,0.14574452317814438
1150,1,0.8270404044715758
1151,0,0.146349884527865
1152,0,0.11553864419076407
1153,0,0.1463509023765044
1154,1,0.8959328897002767
1155,1,0.8025902597097323
1156,0,0.1411541096532383
1157,0,0.14573055094240772
1158,0,0.15748300669522705
1159,0,0.1457007711672224
1160,1,0.5807517102744784
1161,0,0.1563114473979407
1162,0,0.19157580923727957
1163,0,0.15159996592997435
