id,Machine failure_pred,Machine failure_prob
136429,0,0.0023062916465661273
136430,0,0.0011069317781848853
136431,0,0.0025724612278100437
136432,0,0.002829134260945246
136433,0,0.0032902181752090098
136434,0,0.0023446861242498434
136435,0,0.0033695470836497027
136436,0,0.006031955703941681
136437,0,0.0022873052051144895
136438,0,0.0014537328941030129
136439,0,0.0025884491512154274
136440,0,0.002196641375063246
136441,0,0.001130288230992272
136442,0,0.002026824966440752
136443,0,0.004303995416885294
136444,0,0.005911082234689085
136445,0,0.0010685875811750607
136446,1,0.9999485766298767
136447,0,0.0023597886891865353
136448,0,0.002352049649375911
136449,0,0.00633552783408728
136450,0,0.003929211058444933
136451,0,0.020912675939549402
136452,0,0.023667036736174447
136453,0,0.00397913121354657
136454,0,0.0014853016107718388
136455,0,0.002070156315829376
136456,0,0.007745695800221989
136457,0,0.005025979529711207
136458,0,0.005288750126145398
136459,0,0.0024488084880897576
136460,0,0.0031864242197978585
136461,0,0.0012407099896330584
136462,0,0.0181978934411695
136463,0,0.002508512997584917
136464,0,0.0038992119215521294
136465,0,0.0016759245930430945
136466,0,0.001784395787979933
136467,0,0.0012450145823737712
136468,0,0.002230331853525056
136469,0,0.001582940643690629
136470,0,0.002829374448471705
136471,0,0.007775905126440097
136472,0,0.006139618323035208
136473,0,0.002958267917923019
136474,0,0.0029755701501698617
136475,0,0.0027104871252537485
136476,0,0.0101220236660506
136477,0,0.0025806779346845324
136478,0,0.0017884752707350482
136479,0,0.001422950270630762
136480,0,0.007016179559994563
136481,0,0.002170483964616515
136482,0,0.034377364548455684
136483,0,0.0026809038066183096
136484,0,0.0009978865506316424
136485,0,0.0012324204035312895
136486,0,0.002670978645205788
136487,0,0.0014948178359156204
136488,0,0.003956347768203957
136489,0,0.0011720698624085174
136490,0,0.027821764104815416
136491,0,0.00381198229148851
136492,0,0.0030010753775784726
136493,0,0.003871483459191745
136494,0,0.0010933843829291736
136495,0,0.0029476511751994126
136496,0,0.00537448652286415
136497,0,0.003058795261650291
136498,0,0.011678643646153541
136499,0,0.0013033604561359284
136500,0,0.0005749056173662667
136501,0,0.0018342440445311913
136502,0,0.009520784172699581
136503,0,0.002360768783791683
136504,0,0.001612435158470357
136505,0,0.0012375090662431576
136506,0,0.0032964937374792822
136507,0,0.0006146424011014423
136508,0,0.0010417609928667934
136509,0,0.0032947871134721193
136510,0,0.0014595421554897028
136511,0,0.00986676474131982
136512,0,0.000844370138879562
136513,0,0.007164216663526164
136514,0,0.002320977033379557
136515,0,0.0020578448029384177
136516,0,0.0038321867014356817
136517,0,0.0017346094865605863
136518,0,0.0020012881332320425
136519,0,0.002157754846741014
136520,0,0.001586141466152479
136521,0,0.0019192901633248013
136522,0,0.003163993713352319
136523,0,0.001178671393731355
136524,0,0.0015152323204828417
136525,0,0.006940100931850038
136526,0,0.005547718767506492
136527,0,0.0066711052922579575
136528,0,0.00209130943328706
136529,0,0.006196172220319322
136530,0,0.002451199562231031
136531,0,0.004166107248734417
136532,0,0.0026768059190402527
136533,0,0.0026562052874668307
136534,0,0.0008136813939159976
136535,0,0.0037084379474052348
136536,0,0.0018689818340616952
136537,0,0.0009966816443130813
136538,0,0.007351679147331964
136539,0,0.0017480804794274408
136540,0,0.0018363251212703904
136541,0,0.0009822412107519081
136542,0,0.0035923184638568585
136543,0,0.008345651082688251
136544,0,0.0021515721140028463
136545,0,0.007274908128104199
136546,0,0.0005663371843261763
136547,0,0.0029105246865578104
136548,0,0.002301667606986169
136549,0,0.0016465916258451517
136550,0,0.005466590688542607
136551,0,0.0026715817670682103
136552,0,0.002303984579875435
136553,0,0.0015128089504298262
136554,0,0.003907083799070715
136555,0,0.016977968832200267
136556,0,0.01098250237738301
136557,0,0.005692387356919179
136558,0,0.004599428715011358
136559,0,0.0028776566401317503
136560,0,0.005277006551301952
136561,0,0.0135719313343282
136562,0,0.0021995962895261
136563,0,0.0026662961351528428
136564,0,0.0013517971418459554
136565,0,0.013721022966884622
136566,0,0.0012095893384115098
136567,0,0.006031189336011873
136568,0,0.0034899947630358556
136569,0,0.0036844230507017363
136570,0,0.0007311653882471422
136571,0,0.004320310966620784
136572,0,0.004555094232500174
136573,0,0.0017465586527773906
136574,0,0.0062523348074441
136575,0,0.0016222919320282617
136576,0,0.004768510498293752
136577,0,0.004855036893860772
136578,0,0.0012856973505087203
136579,0,0.007284539950850162
136580,0,0.0011374671838231465
136581,0,0.0012363962302176419
136582,0,0.0012914698757532023
136583,0,0.0012987020714186417
136584,0,0.0022782534532480862
136585,0,0.005357843555884163
136586,0,0.051279704750338995
136587,0,0.0009527492353896778
136588,0,0.0055071405691382875
136589,0,0.003052911255291886
136590,0,0.001350370175746704
136591,0,0.0032614108335714273
136592,0,0.012155516364096754
136593,0,0.005780017286085927
136594,0,0.0006313221162411832
136595,0,0.0016011350385719656
136596,0,0.0012879877473306067
136597,0,0.001537851506098824
136598,0,0.00531184029048758
136599,0,0.0025579755930223293
136600,0,0.0025616483006376794
136601,0,0.003540330490377842
136602,0,0.006168487852987405
136603,0,0.004586112112346252
136604,0,0.0010691309680962698
136605,0,0.00681270433795996
136606,0,0.0026142247729094344
136607,0,0.003750712730536345
136608,0,0.0027508200798103967
136609,0,0.004190917632034853
136610,0,0.005426363348995385
136611,0,0.0012464386579586766
136612,0,0.002069593923898037
136613,0,0.003344689512324001
136614,0,0.0009510465601955751
136615,0,0.0009012195178536548
136616,0,0.0013697503495078457
136617,0,0.009246219359784742
136618,0,0.0019798682323447876
136619,0,0.0020642898253900033
136620,0,0.0020356632579887133
136621,0,0.004268510877628861
136622,0,0.002453692752399446
136623,0,0.0011884860538986482
136624,0,0.0016152807376658565
136625,0,0.004001948756870277
136626,0,0.0005078755865971882
136627,0,0.002604039829993919
136628,0,0.002496187530976115
136629,0,0.0003923459213182137
136630,0,0.0010004723415001943
136631,0,0.0069252843264017835
136632,0,0.0038279259381057747
136633,0,0.0016693025790938273
136634,0,0.001577886522649504
136635,0,0.011038768320218396
136636,0,0.01233001858838775
136637,0,0.003958147794688116
136638,1,0.9999797401689406
136639,0,0.006705200946567449
136640,0,0.011773264160388963
136641,0,0.0016693223912259804
136642,0,0.0017375823561887238
136643,0,0.03594563907556376
136644,0,0.001140245433956655
136645,0,0.001516560903690431
136646,0,0.0016994964069607685
136647,0,0.009168311790467638
136648,0,0.020326192536428384
136649,0,0.001552378535243729
136650,0,0.0056115173906879185
136651,0,0.0010159519025705103
136652,1,0.9721530929423908
136653,0,0.001735125591246579
136654,0,0.001844240427763754
136655,0,0.006392055057123158
136656,0,0.004606203736785063
136657,0,0.004858088388681505
136658,0,0.0018041284758989736
136659,0,0.0027296499761016485
136660,0,0.0017799945728941009
136661,0,0.0037862259375637704
136662,0,0.013770014628096489
136663,0,0.0029268858387911153
136664,0,0.017082843749557187
136665,0,0.0016180167959435575
136666,0,0.00038389827873521094
136667,0,0.01604144246496862
136668,0,0.0036985336971357436
136669,0,0.0027060006789056804
136670,0,0.005011334378035438
136671,0,0.0023008488765105493
136672,0,0.0021324229364270185
136673,0,0.0016340812336766415
136674,0,0.0007965999656959912
136675,0,0.0030622759442629154
136676,0,0.0028932643252962678
136677,0,0.005231467604470759
136678,0,0.0013552208394452554
136679,0,0.003152133273651092
136680,0,0.010083919640671917
136681,0,0.0023559899508775223
136682,0,0.0020800728357077015
136683,0,0.0023520058842103272
136684,0,0.0039265916235220865
136685,0,0.016953051942208575
136686,0,0.0033423617664235876
136687,0,0.008044112250887797
136688,0,0.0051729147030106
136689,0,0.006636555763299389
136690,0,0.0026569088630594095
136691,0,0.012444262240993514
136692,0,0.002768419419424776
136693,0,0.0008559008168450661
136694,0,0.0010762677806395247
